player_name,int_window_id,season,competition
Thomas Ramos,EOY22,2022-2023,End of Year Internationals
Tengiz Peranidze,EOY22,2022-2023,End of Year Internationals
Salvador Lues,EOY22,2022-2023,End of Year Internationals
Rodrigo Fernández,EOY22,2022-2023,End of Year Internationals
Beka Gorgadze,EOY22,2022-2023,End of Year Internationals
Pietro Ceccarelli,EOY22,2022-2023,End of Year Internationals
Mesu Dolokoto,EOY22,2022-2023,End of Year Internationals
Matthew Foulds,EOY22,2022-2023,End of Year Internationals
Manu Paea,EOY22,2022-2023,End of Year Internationals
Mark Coebergh,EOY22,2022-2023,End of Year Internationals
Reinaldo Piussi,EOY22,2022-2023,End of Year Internationals
Tudor Butnariu,EOY22,2022-2023,End of Year Internationals
Toa Halafihi,EOY22,2022-2023,End of Year Internationals
Ben Volavola,EOY22,2022-2023,End of Year Internationals
Brock Webster,EOY22,2022-2023,End of Year Internationals
Emiliano Boffelli,EOY22,2022-2023,End of Year Internationals
Luke Tagi,EOY22,2022-2023,End of Year Internationals
Josh Macleod,EOY22,2022-2023,End of Year Internationals
Keita Inagaki,EOY22,2022-2023,End of Year Internationals
Marcus Smith,EOY22,2022-2023,End of Year Internationals
Nick Timoney,EOY22,2022-2023,End of Year Internationals
Jano Otto,EOY22,2022-2023,End of Year Internationals
P. W. Steenkamp,EOY22,2022-2023,End of Year Internationals
Darryl Wellman,EOY22,2022-2023,End of Year Internationals
Matías Franco,EOY22,2022-2023,End of Year Internationals
Takuya Yamasawa,EOY22,2022-2023,End of Year Internationals
Lee-Roy Atalifo,EOY22,2022-2023,End of Year Internationals
Gheorghe Gajion,EOY22,2022-2023,End of Year Internationals
Canan Moodie,EOY22,2022-2023,End of Year Internationals
Robbie Henshaw,EOY22,2022-2023,End of Year Internationals
Stijn Albers,EOY22,2022-2023,End of Year Internationals
Shogo Nakano,EOY22,2022-2023,End of Year Internationals
Otar Giorgadze,EOY22,2022-2023,End of Year Internationals
Johannes van Heerden,EOY22,2022-2023,End of Year Internationals
Joe Heyes,EOY22,2022-2023,End of Year Internationals
Siaki Vikilani,EOY22,2022-2023,End of Year Internationals
Dan Sheehan,EOY22,2022-2023,End of Year Internationals
Santiago Civetta,EOY22,2022-2023,End of Year Internationals
Manuel Leindekar,EOY22,2022-2023,End of Year Internationals
Noah Lolesio,EOY22,2022-2023,End of Year Internationals
Siosaia Fifita,EOY22,2022-2023,End of Year Internationals
Naoto Saito,EOY22,2022-2023,End of Year Internationals
Jamison Gibson-Park,EOY22,2022-2023,End of Year Internationals
Andy Christie,EOY22,2022-2023,End of Year Internationals
Ellis Genge,EOY22,2022-2023,End of Year Internationals
Jake Gordon,EOY22,2022-2023,End of Year Internationals
Zane Kapeli,EOY22,2022-2023,End of Year Internationals
Cliven Loubser,EOY22,2022-2023,End of Year Internationals
D'Angelo Leuila,EOY22,2022-2023,End of Year Internationals
Aaron Smith,EOY22,2022-2023,End of Year Internationals
Dane Blacker,EOY22,2022-2023,End of Year Internationals
Baltazar Amaya,EOY22,2022-2023,End of Year Internationals
Ben Tameifuna,EOY22,2022-2023,End of Year Internationals
Ben LeSage,EOY22,2022-2023,End of Year Internationals
Marius Iftimiciuc,EOY22,2022-2023,End of Year Internationals
Josiah Morra,EOY22,2022-2023,End of Year Internationals
Malakai Fekitoa,EOY22,2022-2023,End of Year Internationals
Joaquín Milesi,EOY22,2022-2023,End of Year Internationals
Adrea Cocagi,EOY22,2022-2023,End of Year Internationals
Mark Bennett,EOY22,2022-2023,End of Year Internationals
Iñaki Gurruchaga,EOY22,2022-2023,End of Year Internationals
Felipe Arcos Pérez,EOY22,2022-2023,End of Year Internationals
Tedo Abzhandadze,EOY22,2022-2023,End of Year Internationals
Sam Wainwright,EOY22,2022-2023,End of Year Internationals
Aka Tabutsadze,EOY22,2022-2023,End of Year Internationals
Francisco Gómez Kodela,EOY22,2022-2023,End of Year Internationals
Louis van der Westhuizen,EOY22,2022-2023,End of Year Internationals
Giorgi Chkoidze,EOY22,2022-2023,End of Year Internationals
Matías Orlando,EOY22,2022-2023,End of Year Internationals
Dylan Riley,EOY22,2022-2023,End of Year Internationals
Pieter-Steph du Toit,EOY22,2022-2023,End of Year Internationals
Kyle Sinckler,EOY22,2022-2023,End of Year Internationals
Nahuel Tetaz Chaparro,EOY22,2022-2023,End of Year Internationals
Giorgi Kveseladze,EOY22,2022-2023,End of Year Internationals
Le Roux Malan,EOY22,2022-2023,End of Year Internationals
Fraser McReight,EOY22,2022-2023,End of Year Internationals
Duhan van der Merwe,EOY22,2022-2023,End of Year Internationals
Jamie George,EOY22,2022-2023,End of Year Internationals
Tommy Freeman,EOY22,2022-2023,End of Year Internationals
Caelan Doris,EOY22,2022-2023,End of Year Internationals
Teti Tela,EOY22,2022-2023,End of Year Internationals
Lucas Paulos,EOY22,2022-2023,End of Year Internationals
Callum Botchar,EOY22,2022-2023,End of Year Internationals
Chemigan Beukes,EOY22,2022-2023,End of Year Internationals
Alexander Kuntelia,EOY22,2022-2023,End of Year Internationals
Tom O'Toole,EOY22,2022-2023,End of Year Internationals
Jordie Barrett,EOY22,2022-2023,End of Year Internationals
George Bower,EOY22,2022-2023,End of Year Internationals
Diego Escobar,EOY22,2022-2023,End of Year Internationals
Santiago Pedrero,EOY22,2022-2023,End of Year Internationals
Owen Watkin,EOY22,2022-2023,End of Year Internationals
Reece Hodge,EOY22,2022-2023,End of Year Internationals
Matheo Triki,EOY22,2022-2023,End of Year Internationals
Jonny Gray,EOY22,2022-2023,End of Year Internationals
Nodar Cheishvili,EOY22,2022-2023,End of Year Internationals
Patrick Tuipulotu,EOY22,2022-2023,End of Year Internationals
Willie du Plessis,EOY22,2022-2023,End of Year Internationals
Warren Ludwig,EOY22,2022-2023,End of Year Internationals
Dalton Papali'i,EOY22,2022-2023,End of Year Internationals
Cameron Woki,EOY22,2022-2023,End of Year Internationals
Marvin Orie,EOY22,2022-2023,End of Year Internationals
Bundee Aki,EOY22,2022-2023,End of Year Internationals
Chris Harris,EOY22,2022-2023,End of Year Internationals
Luteru Tolai,EOY22,2022-2023,End of Year Internationals
Kenji Shimokawa,EOY22,2022-2023,End of Year Internationals
Temo Mayanavanua,EOY22,2022-2023,End of Year Internationals
George North,EOY22,2022-2023,End of Year Internationals
Santiago Ovejero,EOY22,2022-2023,End of Year Internationals
Monty Ioane,EOY22,2022-2023,End of Year Internationals
Ignacio Ruiz,EOY22,2022-2023,End of Year Internationals
Robert Neagu,EOY22,2022-2023,End of Year Internationals
Andrew Kellaway,EOY22,2022-2023,End of Year Internationals
Victor Leon,EOY22,2022-2023,End of Year Internationals
Bernard Foley,EOY22,2022-2023,End of Year Internationals
Finlay Bealham,EOY22,2022-2023,End of Year Internationals
Shannon Frizell,EOY22,2022-2023,End of Year Internationals
Augusto Böhme,EOY22,2022-2023,End of Year Internationals
Joe Hawkins,EOY22,2022-2023,End of Year Internationals
Lautaro Bazán,EOY22,2022-2023,End of Year Internationals
Ignacio Dotti,EOY22,2022-2023,End of Year Internationals
Kieran Treadwell,EOY22,2022-2023,End of Year Internationals
Felipe Berchesi,EOY22,2022-2023,End of Year Internationals
Livai Natave,EOY22,2022-2023,End of Year Internationals
Reda Wardi,EOY22,2022-2023,End of Year Internationals
Joe Apikotoa,EOY22,2022-2023,End of Year Internationals
Ignacio Silva,EOY22,2022-2023,End of Year Internationals
Joey Carbery,EOY22,2022-2023,End of Year Internationals
Sam Cane,EOY22,2022-2023,End of Year Internationals
Ken Owens,EOY22,2022-2023,End of Year Internationals
Vasile Balan,EOY22,2022-2023,End of Year Internationals
Adam Hastings,EOY22,2022-2023,End of Year Internationals
Facundo Isa,EOY22,2022-2023,End of Year Internationals
Tadhg Furlong,EOY22,2022-2023,End of Year Internationals
Mack Hansen,EOY22,2022-2023,End of Year Internationals
Cristi Chirică,EOY22,2022-2023,End of Year Internationals
Gonzalo López Bontempo,EOY22,2022-2023,End of Year Internationals
Niccolò Cannone,EOY22,2022-2023,End of Year Internationals
Api Ratuniyarawa,EOY22,2022-2023,End of Year Internationals
Matt Fagerson,EOY22,2022-2023,End of Year Internationals
Tomás Lavanini,EOY22,2022-2023,End of Year Internationals
Josh Larsen,EOY22,2022-2023,End of Year Internationals
Manie Libbok,EOY22,2022-2023,End of Year Internationals
Brodie Retallick,EOY22,2022-2023,End of Year Internationals
Hunter Paisami,EOY22,2022-2023,End of Year Internationals
Tommaso Menoncello,EOY22,2022-2023,End of Year Internationals
Lalakai Foketi,EOY22,2022-2023,End of Year Internationals
Joe McCarthy,EOY22,2022-2023,End of Year Internationals
Hayata Nakao,EOY22,2022-2023,End of Year Internationals
Jesse Kriel,EOY22,2022-2023,End of Year Internationals
Jordan Petaia,EOY22,2022-2023,End of Year Internationals
Tevita Ikanivere,EOY22,2022-2023,End of Year Internationals
Koen Bloemen,EOY22,2022-2023,End of Year Internationals
Jed Holloway,EOY22,2022-2023,End of Year Internationals
Beauden Barrett,EOY22,2022-2023,End of Year Internationals
Salmaan Moerat,EOY22,2022-2023,End of Year Internationals
Jack Singleton,EOY22,2022-2023,End of Year Internationals
Gareth Thomas,EOY22,2022-2023,End of Year Internationals
Matías Alemanno,EOY22,2022-2023,End of Year Internationals
Pablo Huete,EOY22,2022-2023,End of Year Internationals
Alejandro Alonso,EOY22,2022-2023,End of Year Internationals
Andrés Vilaseca,EOY22,2022-2023,End of Year Internationals
